,회사명,거래소코드,회계년도,매출원가감소율
11558,소니드,60230,2011-12,3.225806452
11567,소프트캠프,258790,2017-12,0
11570,솔루스첨단소재,336370,2019-12,0
11571,솔브레인홀딩스,36830,2011-12,-1.282051282
11580,송원산업,4430,2011-12,-1.176470588
11589,스튜디오드래곤,253450,2017-12,0
11592,시그네틱스,33170,2011-12,0
11601,신대양제지,16590,2011-12,2.272727273
11610,신라교역,4970,2011-12,12.34567901
11619,신라섬유,1000,2011-12,0
11628,신라에스지,25870,2011-12,0
11637,신라젠,215600,2016-12,0
11641,신성델타테크,65350,2011-12,2.173913043
11650,신성통상,5390,2011-06,1.315789474
11659,신세계건설,34300,2011-12,0
11668,신송홀딩스,6880,2013-12,0
11675,신신제약,2800,2017-12,0
11678,신원종합개발,17000,2011-12,0
11687,신일전자,2700,2011-12,0
11696,신일제약,12790,2011-12,0
11705,신풍제약,19170,2011-12,3.636363636
11714,신풍제지,2870,2011-12,7.368421053
11723,신화인터텍,56700,2011-12,0
11732,신흥에스이씨,243840,2017-12,0
11735,쌍용씨앤이,3410,2011-12,4.597701149
11744,쌍용자동차,3620,2011-12,2.272727273
11753,쌍용정보통신,10280,2011-12,1.123595506
11762,써니전자,4770,2011-12,-6.024096386
11771,씨비아이,13720,2011-12,0
11780,씨아이에스,222080,2015-12,0
11785,씨앤지하이테크,264660,2018-12,0
11787,씨앤티85,56730,2011-12,20
11796,씨에스베어링,297090,2019-12,0
11797,씨에스윈드,112610,2014-12,0
11803,씨제이,1040,2011-12,1.538461538
11812,씨제이대한통운,120,2011-12,2.197802198
11821,씨제이바이오사이언스,311690,2019-12,0
11822,씨제이씨지브이,79160,2011-12,0
11831,씨제이씨푸드,11150,2011-12,2.469135802
11840,씨제이제일제당,97950,2011-12,4.109589041
11849,씨제이프레시웨이,51500,2011-12,1.086956522
11858,씨케이에이치푸드앤헬스리미티드,900120,2011-06,22.5
11867,씨큐브,101240,2011-12,0
11876,아남전자,8700,2011-12,3.529411765
11885,아미코젠,92040,2013-12,0
11892,아비코전자,36010,2011-12,2.173913043
11901,아세아,2030,2011-12,-1.136363636
11910,아세아시멘트,183190,2013-12,0
11917,아세아제지,2310,2011-12,1.111111111
11926,아시아나아이디티,267850,2018-12,0
11928,아시아나항공,20560,2011-12,7.317073171
11937,아이쓰리시스템,214430,2015-12,0
11942,아이에스동서,10780,2011-12,-2.564102564
11951,아이진,185490,2015-12,0
11956,아이큐어,175250,2018-12,0
11958,아이크래프트,52460,2011-12,0
11967,아이텍,119830,2011-12,0
11976,아진산업,13310,2015-12,0
11981,안국약품,1540,2011-12,18
11990,알리코제약,260660,2018-12,0
11992,알서포트,131370,2011-12,0
12001,알에스오토메이션,140670,2017-12,0
12004,알에프머트리얼즈,327260,2019-12,0
12005,알에프에이치아이씨,218410,2015-12,0
12010,압타바이오,293780,2019-12,0
12011,애경산업,18250,2018-12,0
12013,애경케미칼,161000,2012-12,0
12021,애니젠,196300,2016-12,0
12025,애머릿지코퍼레이션,900100,2011-12,3.296703297
12034,앱클론,174900,2017-12,0
12037,어보브반도체,102120,2011-12,2.469135802
12046,에스넷시스템,38680,2011-12,1.149425287
12055,에스디엔,99220,2011-12,4.819277108
12064,에스맥,97780,2011-12,-1.123595506
12073,에스비더블유생명과학,151910,2012-12,0
12081,에스비아이핀테크솔루션즈,950110,2013-03,0
12088,에스씨아이평가정보,36120,2011-12,0
12097,에스엔유프리시젼,80000,2011-12,0
12106,에스엔케이폴리텍,91340,2011-12,0
12115,에스엘,5850,2011-03,1.176470588
12124,에스와이,109610,2015-12,0
12129,에스지씨에너지,5090,2011-12,0
12138,에스지씨이테크건설,16250,2011-12,-2.222222222
12147,에스지에이,49470,2011-12,-46.03174603
12156,에스지에이솔루션즈,184230,2014-06,0
12162,에스지이,255220,2018-12,0
12164,에스케이,34730,2011-12,0
12173,에스케이가스,18670,2011-12,0
12182,에스케이네트웍스,1740,2011-12,0
12191,에스케이디스커버리,6120,2011-12,15.2173913
12200,에스케이디앤디,210980,2015-12,0
12205,에스케이렌터카,68400,2012-12,0
12213,에스케이씨,11790,2011-12,2.469135802
12222,에스케이케미칼,285130,2018-12,0
12224,에스케이텔레콤,17670,2011-12,0
12233,에스케이하이닉스,660,2011-12,25
12242,에스텍,69510,2011-12,11.76470588
12251,에스트래픽,234300,2017-12,0
12254,에스티팜,237690,2016-12,0
12258,에스퓨얼셀,288620,2018-12,0
12260,에쓰-오일,10950,2011-12,-1.075268817
12269,에쓰씨엔지니어링,23960,2011-12,10.41666667
12278,에어부산,298690,2018-12,0
12280,에이비엘바이오,298380,2018-12,0
12282,에이에프더블류,312610,2019-12,0
12283,에이치디씨,12630,2011-12,-2.469135802
12292,에이치디씨랩스,39570,2015-12,0
12297,에이치디씨현대산업개발,294870,2018-12,0
12299,에이치디씨현대이피,89470,2011-12,0
12308,에이치에스디엔진,82740,2011-12,0
12317,에이치엘비,28300,2011-12,-3.658536585
12326,에이치엘비글로벌,3580,2011-12,21.875
12335,에이치엘비생명과학,67630,2011-12,0
12344,에이치엘비제약,47920,2015-12,0
12349,에이치엘비테라퓨틱스,115450,2011-12,33.8028169
12358,에이치엠엠,11200,2011-12,11.11111111
12367,에이케이홀딩스,6840,2011-12,2.222222222
12376,에이테크솔루션,71670,2011-12,3.448275862
12385,에이프로젠제약,3060,2011-12,13.7254902
12394,에이피시스템,265520,2017-12,0
12397,에이피에스홀딩스,54620,2011-12,-8.860759494
12406,에이피위성,211270,2016-12,0
12410,에이피티씨,89970,2018-12,0
12412,에코바이오홀딩스,38870,2011-12,42.25352113
12421,에코캡,128540,2018-12,0
12423,에코플라스틱,38110,2011-12,-1.052631579
12432,에프엔에스테크,83500,2017-12,0
12435,엑스큐어,70300,2011-12,0
12444,엔브이에이치코리아,67570,2013-12,0
12451,엔시트론,101400,2011-12,-2.816901408
12460,엔에이치엔,181710,2013-12,0
12467,엔에이치엔한국사이버결제,60250,2011-12,1.176470588
12476,엔피씨,4250,2011-12,0
12485,엘브이엠씨홀딩스,900140,2011-12,0
12494,엘비세미콘,61970,2011-12,0
12503,엘아이지넥스원,79550,2015-12,0
12508,엘에스전선아시아,229640,2016-12,0
12512,엘지디스플레이,34220,2011-12,10.52631579
12521,엘지전자,66570,2011-12,0
12530,엘컴텍,37950,2011-12,4.04040404
12539,엘티씨,170920,2013-12,0
12546,엠에프엠코리아,323230,2019-12,0
12547,엠케이전자,33160,2011-12,-1.041666667
12556,영보화학,14440,2011-12,1.282051282
12565,영신금속공업,7530,2011-12,0
12574,영진약품,3520,2011-12,0
12583,영풍정밀,36560,2011-12,0
12592,영풍제지,6740,2011-12,0
12601,영화금속,12280,2011-12,0
12610,영화테크,265560,2017-12,0
12613,예스이십사,53280,2011-12,1.265822785
12622,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2015-12,0
12627,오로라월드,39830,2011-12,-8.333333333
12636,오상자이엘,53980,2011-12,-1.298701299
12645,오성첨단소재,52420,2011-12,9.411764706
12654,오션브릿지,241790,2016-12,0
12658,오스템임플란트,48260,2011-12,-12.19512195
12667,올리패스,244460,2019-12,0
12668,올릭스,226950,2018-12,0
12670,옴니시스템,57540,2011-12,10.58823529
12679,옵티시스,109080,2011-12,0
12688,와이더블유,51390,2011-12,24.3902439
12697,와이아이케이,232140,2015-12,0
12702,와이엠씨,155650,2012-12,0
12710,와이엠티,251370,2017-12,0
12713,와토스코리아,79000,2011-12,0
12722,우리바이오,82850,2011-12,-1.19047619
12731,우리산업,215360,2015-12,0
12736,우리산업홀딩스,72470,2011-12,2.352941176
12745,우리손에프앤지농업회사법인,73560,2016-12,0
12749,우리엔터프라이즈,37400,2011-12,1.219512195
12758,우리이앤엘,153490,2013-12,0
12765,우림피티에스,101170,2011-12,3.846153846
12774,우수AMS,66590,2011-12,2.150537634
12783,우원개발,46940,2011-12,1.075268817
12792,우진비앤지,18620,2011-12,0
12801,원텍,336570,2019-12,0
12802,원풍물산,8290,2011-12,0
12811,웰바이오텍,10600,2011-12,1.136363636
12820,웹케시,53580,2019-12,0
12821,위즈코프,38620,2011-12,0
12830,윈텍,320000,2019-12,0
12831,윙입푸드홀딩스,900340,2018-12,0
12833,유네코,64510,2018-12,0
12835,유니셈,36200,2011-12,-2.666666667
12844,유니슨,18000,2011-12,19.79166667
12853,유니온머티리얼,47400,2011-12,2.631578947
12862,유니퀘스트,77500,2011-12,0
12871,유비벨록스,89850,2011-12,-1.492537313
12880,유성기업,2920,2011-12,-2.222222222
12889,유아이엘,49520,2011-12,-3.296703297
12898,유엔젤,72130,2011-12,5.263157895
12907,유진기업,23410,2011-12,5.434782609
12916,율촌화학,8730,2011-12,0
12925,이건산업,8250,2011-12,-4.819277108
12934,이구산업,25820,2011-12,0
12943,이노시스,56090,2015-12,0
12948,이니텍,53350,2011-12,1.351351351
12957,이스트아시아홀딩스인베스트먼트리미티드,900110,2011-12,0
12966,이엠코리아,95190,2011-12,3.658536585
12975,이연제약,102460,2011-12,0
12984,이원다이애그노믹스,245620,2018-12,0
12986,이원컴포텍,88290,2011-12,2.247191011
12995,이지케어텍,99750,2019-03,0
12996,이트론,96040,2011-12,30.39215686
13005,이화공영,1840,2011-12,0
13014,이화산업,760,2011-03,100
13023,이화전기공업,24810,2011-12,3.797468354
13032,인베니아,79950,2011-12,0
13041,인선이엔티,60150,2011-12,3.896103896
13050,인지컨트롤스,23800,2011-12,-1.136363636
13059,인천도시가스,34590,2011-12,0
13068,인크로스,216050,2016-12,0
13072,인탑스,49070,2011-12,-1.123595506
13081,인터지스,129260,2011-12,0
13090,인포뱅크,39290,2011-12,0
13099,인화정공,101930,2011-12,10.25641026
13108,일동제약,249420,2016-12,0
13112,일동홀딩스,230,2011-12,-2.325581395
13121,일성건설,13360,2011-12,0
13130,일성신약,3120,2011-12,0
13139,일신방직,3200,2011-12,16.09195402
13148,일양약품,7570,2011-03,0
13157,일정실업,8500,2011-12,0
13166,일진다이아몬드,81000,2011-12,1.492537313
13175,일진디스플레이,20760,2011-12,0
13184,일진머티리얼즈,20150,2011-12,0
13193,일진전기,103590,2011-12,2.197802198
13202,일진홀딩스,15860,2011-12,2.247191011
13211,잉글우드랩,950140,2016-12,0
13215,자이글,234920,2016-12,0
13219,자이에스앤디,317400,2019-12,0
13220,자화전자,33240,2011-12,1.219512195
13229,재영솔루텍,49630,2011-12,-9.523809524
13238,전방,950,2011-12,13.46153846
13247,전진바이오팜,110020,2018-12,0
13249,제너셈,217190,2015-12,0
13254,제룡산업,147830,2012-12,0
13262,제룡전기,33100,2011-12,0
13271,제이더블유생명과학,234080,2016-12,0
13275,제이더블유신약,67290,2011-12,14.89361702
13284,제이더블유중외제약,1060,2011-12,4.545454545
13293,제이더블유홀딩스,96760,2011-12,3.389830508
13302,제이스코홀딩스,23440,2011-12,0
13311,제이씨케미칼,137950,2011-12,0
13320,제이씨현시스템,33320,2011-12,0
13329,제이엔케이히터,126880,2011-12,0
13338,제이엠아이,33050,2011-12,4.081632653
13347,제이엠티,94970,2011-12,-2.105263158
13356,제이준코스메틱,25620,2011-12,0
13365,제일약품,271980,2017-12,0
13368,제일연마공업,1560,2011-12,3.797468354
13377,제일파마홀딩스,2620,2011-12,0
13386,조광아이엘아이,44060,2011-12,0
13395,조광페인트,4910,2011-12,2.325581395
13404,조광피혁,4700,2011-12,7.777777778
13413,조선내화,480,2011-12,1.149425287
13422,조선선재,120030,2011-12,0
13431,조아제약,34940,2011-12,0
13440,조일알미늄,18470,2011-12,0
13449,성엔지니어링,36930,2011-12,-1.428571429
13458,줌인터넷,239340,2016-12,0
13462,지나인제약,78650,2011-12,8.333333333
13471,지니언스,263860,2017-12,0
13474,지더블유바이텍,36180,2011-12,0
13483,지에스건설,6360,2011-12,2.247191011
13492,지에이치신소재,130500,2013-12,0
13499,지엔원에너지,270520,2017-12,0
13502,지엘팜텍,204840,2014-12,0
13508,지엠비코리아,13870,2012-12,0
13516,진양산업,3780,2011-12,0
13525,진양제약,7370,2011-12,0
13534,진양폴리우레탄,10640,2011-12,0
13543,진양화학,51630,2011-12,0
13552,진원생명과학,11000,2011-12,8.333333333
13561,진흥기업,2780,2011-12,-4.255319149
13570,차이나크리스탈신소재홀딩스,900250,2014-12,0
13576,참엔지니어링,9310,2011-12,2.564102564
13585,참존글로벌,158310,2013-12,0
13592,참좋은여행,94850,2011-12,0
13601,카페24,42000,2018-12,0
13603,커머스마이너 ,223310,2015-12,0
13608,컨버즈,109070,2011-12,0
13617,컬러레이홀딩스,900310,2016-12,0
13621,케이디켐,221980,2015-12,0
13626,케이만금세기차륜집단유한공사,900280,2015-12,0
13631,케이비아이동국실업,1620,2011-12,0
13640,케이비아이메탈,24840,2011-12,0
13649,케이씨그린홀딩스,9440,2011-12,0
13658,케이씨코트렐,119650,2011-12,0
13667,케이알모터스,40,2011-12,1.136363636
13676,케이에이치건설,226360,2015-12,0
13681,케이에이치전자,111870,2011-12,4.285714286
13690,케이엠제약,225430,2015-12,0
13695,케이지이티에스,151860,2013-12,0
13702,케이지케미칼,1390,2011-12,-8.75
13711,케이피엑스라이프사이언스,114450,2011-12,0
13720,케이피엑스케미칼,25000,2011-12,2.272727273
13729,케이피엑스홀딩스,92230,2011-12,5.494505495
13738,코나아이,52400,2011-12,-3.174603175
13747,코드네이처,78940,2011-12,-2.325581395
13756,코리아에프티,123410,2011-12,0
13765,코스맥스,192820,2014-12,0
13771,코스맥스비티아이,44820,2011-12,0
13780,코스맥스엔비티,222040,2015-12,0
13785,코스모신소재,5070,2011-12,0
13794,코스모화학,5420,2011-12,0
13803,코아스템,166480,2015-12,0
13808,코오롱글로벌,3070,2011-12,1.123595506
13817,코오롱생명과학,102940,2011-12,0
13826,코오롱인더스트리,120110,2011-12,1.351351351
13835,코오롱티슈진,950160,2017-12,0
13838,코오롱플라스틱,138490,2011-12,0
13847,코웨이,21240,2011-12,0
13856,코웰패션,33290,2011-12,0
13865,코위버,56360,2011-12,-6.493506494
13874,콜마비앤에이치,200130,2014-12,0
13880,쿠쿠홀딩스,192400,2014-12,0
13886,쿠쿠홈시스,284740,2018-12,0
13888,큐렉소,60280,2011-12,10.52631579
13897,크로바하이텍,43590,2011-12,-1.136363636
13906,크루셜텍,114120,2011-12,5.747126437
13915,크리스탈지노믹스,83790,2011-12,0
13924,키네마스터,139670,2011-12,0
13933,태경산업,15890,2011-12,4
13942,태경케미컬,6890,2011-12,5.797101449
13951,태광산업,3240,2011-12,14.08450704
13960,태림포장,11280,2011-12,0
13969,태양금속공업,4100,2011-12,1.123595506
13978,태원물산,1420,2011-12,0
13987,태평양물산,7980,2011-12,-1.149425287
13996,테고사이언스,191420,2014-12,0
14002,테라사이언스,73640,2011-12,1.298701299
14011,텔코웨어,78000,2011-12,-4.545454545
14020,티와이엠,2900,2011-12,1.265822785
14029,티제이미디어,32540,2011-12,-4.47761194
14038,티케이지애강,22220,2011-12,1.098901099
14047,티케이지휴켐스,69260,2011-12,5.952380952
14056,팅크웨어,84730,2011-12,0
14065,파나케이아,58530,2011-12,-6.060606061
14074,파미셀,5690,2011-12,26.72413793
14083,팜젠사이언스,4720,2011-12,17.77777778
14092,패션플랫폼,225590,2015-12,0
14097,팬오션,28670,2011-12,3
14106,퍼스텍,10820,2011-12,0
14115,펌텍코리아,251970,2019-12,0
14116,페이퍼코리아,1020,2011-12,9.574468085
14125,평화산업,90080,2011-12,1.052631579
14134,평화홀딩스,10770,2011-12,4.210526316
14143,포스코스틸리온,58430,2011-12,0
14152,포스코홀딩스,5490,2011-12,4.597701149
14161,풍국정공업,23900,2011-12,1.333333333
14170,피씨엘,241820,2017-12,0
14173,피앤씨테크,237750,2016-12,0
14177,피에스케이,319660,2019-12,0
14178,피에스케이홀딩스,31980,2011-12,13.33333333
14187,피에스텍,2230,2011-12,-6.976744186
14196,피에이치에이,43370,2011-12,1.219512195
14205,하나마이크론,67310,2011-12,6.666666667
14214,하나머티리얼즈,166090,2017-12,0
14217,하나제약,293480,2018-12,0
14219,하이록코리아,13030,2011-12,5.714285714
14228,하이즈항공,221840,2015-12,0
14233,하이트진로,80,2011-12,1.694915254
14242,하이트진로홀딩스,140,2011-12,5.357142857
14251,한국가스공사,36460,2011-12,1.052631579
14260,한국공항,5430,2011-12,2.298850575
14269,한국기업평가,34950,2011-09,0
14278,한국내화,10040,2011-12,0
14287,한국단자공업,25540,2011-12,0
14296,한국맥널티,222980,2015-12,0
14301,한국석유공업,4090,2011-12,1.098901099
14310,한국선재,25550,2011-12,0
14319,한국수출포장공업,2200,2011-12,0
14328,한국쉘석유,2960,2011-12,0
14337,한국알콜산업,17890,2011-12,2.325581395
14346,한국앤컴퍼니,240,2011-12,5.405405405
14355,한국유나이티드제약,33270,2011-12,5.128205128
14364,한국유니온제약,80720,2018-12,0
14366,한국전력공사,15760,2011-12,7.070707071
14375,한국전력기술,52690,2011-12,0
14384,한국전자금융,63570,2011-12,5
14393,한국전자인증,41460,2011-12,0
14402,한국정밀기계,101680,2011-12,0
14411,한국정보공학,39740,2011-12,2.150537634
14420,한국정보인증,53300,2014-12,0
14426,한국정보통신,25770,2011-12,0
14435,한국조선해양,9540,2011-12,8.045977011
14444,한국강,25890,2011-12,0
14453,한국철관공업,970,2011-03,-18.91891892
14462,한국지역난방공사,71320,2011-12,6.382978723
14471,한국철강,104700,2011-12,0
14480,한국컴퓨터,54040,2011-12,1.052631579
14489,한국콜마,161890,2013-03,0
14496,한국콜마홀딩스,24720,2011-03,0
14505,한국타이어앤테크놀로지,161390,2012-12,0
14513,한국프랜지공업,10100,2011-12,2.127659574
14522,한국항공우산업,47810,2011-12,0
14531,한국화장품,123690,2011-12,-13.88888889
14540,한라아이엠에스,92460,2011-12,13.04347826
14549,한미반도체,42700,2011-12,-1.408450704
14558,한미사이언스,8930,2011-12,0
14567,한미약품,128940,2011-12,6.666666667
14576,한성기업,3680,2011-12,1.219512195
14585,한세실업,105630,2011-12,-2.469135802
14594,한세엠케이,69640,2011-12,0
14603,한세예스24홀딩스,16450,2011-12,-2.5
14612,한솔로지스틱스,9180,2011-12,-1.086956522
14621,한솔아이원스,114810,2013-12,0
14628,한솔인티큐브,70590,2011-12,-4.411764706
14637,한솔제지,213500,2015-12,0
14642,한솔테크닉스,4710,2011-12,1.030927835
14651,한솔피엔에스,10420,2011-12,0
14660,한솔홀딩스,4150,2011-12,1.204819277
14669,한스바이오메드,42520,2011-09,0
14678,한신공영,4960,2011-12,-2.197802198
14687,한신기계공업,11700,2011-12,2.469135802
14696,한양디지텍,78350,2011-12,4.301075269
14705,한양이엔지,45100,2011-12,-1.098901099
14714,한온시스템,18880,2011-12,3.571428571
14723,한올바이오파마,9420,2011-12,4.081632653
14732,한일네트웍스,46110,2011-12,-3.191489362
14741,한일단조공업,24740,2011-12,4.545454545
14750,한일사료,5860,2011-12,0
14759,한일시멘트,300720,2018-12,0
14761,한일철강,2220,2011-12,0
14770,한일현대시멘트,6390,2011-12,-13.33333333
14779,한일홀딩스,3300,2011-12,0
14788,한일화학공업,7770,2011-12,0
14797,한전산업개발,130660,2011-12,1.162790698
14806,한전케이피에스,51600,2011-12,0
14815,한창산업,79170,2011-12,0
14824,한화솔루션,9830,2011-12,7.228915663
14833,한화시스템,272210,2019-12,0
14834,한화에어로스페이스,12450,2011-12,1.219512195
14843,해성디에스,195870,2016-12,0
14847,해성산업,34810,2011-12,0
14856,해성옵틱스,76610,2013-12,0
14863,해태제과식품,101530,2016-12,0
14867,핸즈코퍼레이션,143210,2016-12,0
14871,헝셩그룹유한회사,900270,2015-12,0
14876,현대건설,720,2011-12,2.222222222
14885,현대건설기계,267270,2017-12,0
14888,현대글로비스,86280,2011-12,1.086956522
14897,현대두산인프라코어,42670,2011-12,2.564102564
14906,현대로템,64350,2013-12,0
14913,현대모비스,12330,2011-12,2.352941176
14922,현대무벡스,319400,2019-12,0
14923,현대바이오사이언스,48410,2011-12,3.658536585
14932,현대비앤지스틸,4560,2011-12,1.075268817
14941,현대약품,4310,2011-11,0
14950,현대에너지솔루션,322000,2019-12,0
14951,현대에이치티,39010,2011-12,1.111111111
14960,현대엘리베이터,17800,2011-12,3.333333333
14969,현대오토에버,307950,2019-12,0
14970,현대위아,11210,2011-12,0
14979,현대일렉트릭앤에너지시스템,267260,2017-12,0
14982,현대자동차,5380,2011-12,-1.315789474
14991,현대제철,4020,2011-12,3.409090909
15000,현대코퍼레이션,11760,2011-12,0
15009,현대코퍼레이션홀딩스,227840,2015-12,0
15014,현우산업,92300,2011-12,0
15023,호전실업,111110,2017-12,0
15026,화성밸브,39610,2011-03,0
15035,화성산업,2460,2011-12,-2.06185567
15044,화일약품,61250,2011-12,0
15053,화천기계,10660,2011-12,0
15062,화천기공,850,2011-12,-1.219512195
15071,환인제약,16580,2011-12,0
15080,효성아이티엑스,94280,2011-12,1.086956522
15089,효성오앤비,97870,2011-06,0
15098,효성중공업,298040,2018-12,0
15100,효성첨단소재,298050,2018-12,0
15102,효성티앤씨,298020,2018-12,0
15104,효성화학,298000,2018-12,0
15106,휴림네트웍스,192410,2014-12,0
15112,휴림로봇,90710,2011-12,-2.666666667
15121,휴마시스,205470,2014-12,0
15127,휴젤,145020,2015-12,0
15132,흥구석유,24060,2011-12,0
15141,흥아해운,3280,2011-12,8.24742268
